Sales_ID,Order_Date,Customer_ID,Product_ID,Rep_ID,Quantity,Product_Cost,Selling_Price,Discount%,After_Discount_Price,Payment_Method,Region,Order_Status
SALE01643,2023-10-05,CUST026,PROD010,REP002,1,698.22,1141.87,25,856.4,UPI,West,Success
SALE01644,2025-08-13,CUST035,PROD009,REP011,1,32.84,39.23,25,29.42,Wallet,West,Returned
SALE01645,2024-07-29,CUST003,PROD010,REP008,1,698.22,1141.87,15,970.59,Wallet,North,Success
SALE01646,2024-12-13,CUST047,PROD009,REP010,3,98.52,117.69,25,88.27,Wallet,South,Success
SALE01647,2023-10-06,CUST004,PROD011,REP008,3,1602.54,2576.13,0,2576.13,Card,North,Success
SALE01648,2023-05-21,CUST063,PROD010,REP008,1,698.22,1141.87,15,970.59,Wallet,North,Success
SALE01649,2023-04-22,CUST050,PROD008,REP008,2,883.5,1525.66,10,1373.09,Card,North,Success
SALE01650,2024-09-22,CUST043,PROD010,REP012,1,698.22,1141.87,5,1084.78,Wallet,South,Success
SALE01651,2025-01-28,CUST001,PROD007,REP008,1,597.82,1021.42,0,1021.42,Cash,East,Success
SALE01652,2024-08-23,CUST009,PROD005,REP008,2,665.78,1185.08,30,829.56,Card,North,Success
SALE01653,2023-09-03,CUST008,PROD001,REP010,1,350.77,411.83,20,329.46,Card,South,Success
SALE01654,2023-09-06,CUST011,PROD009,REP008,2,65.68,78.46,30,54.92,Cash,North,Success
SALE01655,2023-02-21,CUST003,PROD009,REP008,2,65.68,78.46,5,74.54,UPI,North,Success
SALE01656,2024-11-16,CUST099,PROD015,REP008,2,959.62,1215.88,0,1215.88,Cash,North,Success
SALE01657,2025-07-15,CUST028,PROD006,REP012,5,2436.75,3831.55,20,3065.24,Wallet,North,Success
SALE01658,2024-06-27,CUST009,PROD006,REP009,1,487.35,766.31,0,766.31,Cash,North,Returned
SALE01659,2023-08-20,CUST015,PROD004,REP005,1,291.71,459.62,20,367.7,Card,East,Success
SALE01660,2024-10-15,CUST019,PROD002,REP009,1,237.74,288.91,20,231.13,Wallet,West,Success
SALE01661,2023-08-27,CUST034,PROD012,REP010,1,123.12,165.55,20,132.44,UPI,South,Success
SALE01662,2023-02-23,CUST026,PROD005,REP002,1,332.89,592.54,0,592.54,UPI,West,Success
SALE01663,2023-04-13,CUST094,PROD009,REP008,2,65.68,78.46,30,54.92,Cash,North,Success
SALE01664,2024-02-28,CUST024,PROD010,REP011,1,698.22,1141.87,25,856.4,Cash,West,Success
SALE01665,2023-12-05,CUST117,PROD008,REP004,4,1767,3051.32,0,3051.32,Wallet,East,Success
SALE01666,2025-01-04,CUST070,PROD014,REP008,2,612.08,801.04,25,600.78,NetBanking,North,Success
SALE01667,2024-04-28,CUST006,PROD007,REP011,1,597.82,1021.42,25,766.06,NetBanking,West,Success
SALE01668,2023-04-13,CUST097,PROD005,REP012,1,332.89,592.54,10,533.29,Card,South,Success
SALE01669,2024-11-28,CUST004,PROD014,REP002,1,306.04,400.52,25,300.39,NetBanking,North,Success
SALE01670,2025-02-28,CUST060,PROD013,REP012,1,232.47,275.82,30,193.07,Card,South,Success
SALE01671,2023-05-21,CUST013,PROD004,REP004,1,291.71,459.62,10,413.66,NetBanking,East,Success
SALE01672,2023-01-06,CUST079,PROD001,REP004,1,350.77,411.83,0,411.83,UPI,East,Success
SALE01673,2024-07-17,CUST076,PROD002,REP012,2,475.48,577.82,30,404.47,UPI,North,Success
SALE01674,2025-08-09,CUST056,PROD005,REP003,1,332.89,592.54,5,562.91,Wallet,South,Success
SALE01675,2023-06-11,CUST050,PROD015,REP008,2,959.62,1215.88,0,1215.88,Cash,North,Success
SALE01676,2024-02-21,CUST009,PROD009,REP008,2,65.68,78.46,10,70.61,Card,North,Success
SALE01677,2024-10-30,CUST003,PROD006,REP008,1,487.35,766.31,30,536.42,NetBanking,North,Success
SALE01678,2025-08-15,CUST016,PROD014,REP008,1,306.04,400.52,5,380.49,Wallet,North,Success
SALE01679,2025-06-20,CUST005,PROD008,REP002,2,883.5,1525.66,10,1373.09,Card,West,Returned
SALE01680,2025-06-18,CUST042,PROD006,REP007,4,1949.4,3065.24,25,2298.93,Wallet,Central,Success
SALE01681,2024-05-02,CUST010,PROD015,REP002,1,479.81,607.94,0,607.94,UPI,West,Success
SALE01682,2024-05-03,CUST113,PROD013,REP008,1,232.47,275.82,10,248.24,Wallet,North,Success
SALE01683,2024-10-28,CUST037,PROD013,REP004,1,232.47,275.82,10,248.24,Cash,North,Success
SALE01684,2023-07-24,CUST062,PROD008,REP004,1,441.75,762.83,10,686.55,Card,East,Returned
SALE01685,2025-02-13,CUST004,PROD012,REP006,1,123.12,165.55,20,132.44,Wallet,North,Success
SALE01686,2023-10-22,CUST073,PROD004,REP001,1,291.71,459.62,0,459.62,UPI,South,Success
SALE01687,2023-11-25,CUST095,PROD009,REP004,2,65.68,78.46,0,78.46,UPI,East,Success
SALE01688,2023-10-20,CUST023,PROD015,REP008,1,479.81,607.94,5,577.54,UPI,North,Success
SALE01689,2024-10-23,CUST034,PROD005,REP001,1,332.89,592.54,15,503.66,NetBanking,South,Success
SALE01690,2023-03-02,CUST048,PROD012,REP008,1,123.12,165.55,5,157.27,Wallet,North,Success
SALE01691,2025-07-18,CUST005,PROD008,REP002,2,883.5,1525.66,10,1373.09,NetBanking,West,Success
SALE01692,2025-02-26,CUST024,PROD001,REP002,1,350.77,411.83,15,350.06,UPI,West,Success
SALE01693,2023-04-02,CUST015,PROD012,REP004,4,492.48,662.2,25,496.65,Card,East,Success
SALE01694,2024-10-29,CUST004,PROD004,REP009,1,291.71,459.62,10,413.66,Wallet,North,Success
SALE01695,2024-08-10,CUST012,PROD010,REP004,1,698.22,1141.87,25,856.4,NetBanking,East,Success
SALE01696,2023-08-26,CUST002,PROD002,REP011,1,237.74,288.91,25,216.68,UPI,West,Success
SALE01697,2024-07-01,CUST001,PROD015,REP004,2,959.62,1215.88,10,1094.29,Cash,East,Success
SALE01698,2025-01-26,CUST004,PROD005,REP008,1,332.89,592.54,0,592.54,NetBanking,North,Returned
SALE01699,2025-01-10,CUST109,PROD005,REP008,1,332.89,592.54,0,592.54,UPI,North,Success
SALE01700,2025-05-20,CUST028,PROD003,REP008,2,154,268.24,5,254.83,Wallet,North,Success
SALE01701,2025-08-17,CUST110,PROD015,REP008,2,959.62,1215.88,10,1094.29,UPI,North,Success
SALE01702,2023-02-08,CUST018,PROD011,REP012,1,534.18,858.71,5,815.77,UPI,South,Success
SALE01703,2025-07-24,CUST009,PROD011,REP008,2,1068.36,1717.42,0,1717.42,Cash,North,Success
SALE01704,2025-08-01,CUST025,PROD008,REP003,1,441.75,762.83,5,724.69,Wallet,South,Returned
SALE01705,2023-06-29,CUST019,PROD008,REP009,1,441.75,762.83,10,686.55,NetBanking,West,Success
SALE01706,2024-03-03,CUST003,PROD003,REP008,1,77,134.12,10,120.71,NetBanking,North,Success
SALE01707,2025-06-22,CUST037,PROD009,REP008,1,32.84,39.23,0,39.23,Cash,North,Success
SALE01708,2025-05-07,CUST006,PROD005,REP009,1,332.89,592.54,15,503.66,NetBanking,West,Success
SALE01709,2023-06-30,CUST035,PROD015,REP009,1,479.81,607.94,10,547.15,Card,West,Success
SALE01710,2025-08-14,CUST038,PROD012,REP008,1,123.12,165.55,10,149,Card,North,Success
SALE01711,2025-07-30,CUST005,PROD007,REP011,1,597.82,1021.42,10,919.28,Card,West,Success
SALE01712,2023-02-07,CUST002,PROD003,REP009,1,77,134.12,5,127.41,Cash,West,Success
SALE01713,2025-05-06,CUST049,PROD012,REP009,1,123.12,165.55,5,157.27,Cash,West,Success
SALE01714,2024-02-11,CUST020,PROD003,REP008,1,77,134.12,0,134.12,Card,North,Success
SALE01715,2025-03-17,CUST002,PROD004,REP008,1,291.71,459.62,10,413.66,NetBanking,West,Success
SALE01716,2024-05-22,CUST118,PROD005,REP006,2,665.78,1185.08,10,1066.57,Wallet,West,Success
SALE01717,2023-07-10,CUST002,PROD009,REP006,1,32.84,39.23,5,37.27,Cash,West,Success
SALE01718,2025-08-17,CUST042,PROD012,REP007,1,123.12,165.55,20,132.44,Wallet,Central,Success
SALE01719,2025-02-05,CUST115,PROD006,REP004,1,487.35,766.31,0,766.31,NetBanking,East,Success
SALE01720,2025-06-12,CUST007,PROD002,REP011,2,475.48,577.82,20,462.26,Card,West,Success
SALE01721,2025-08-06,CUST004,PROD008,REP008,1,441.75,762.83,15,648.41,Cash,North,Failed
SALE01722,2023-10-24,CUST004,PROD012,REP008,1,123.12,165.55,5,157.27,Card,North,Success
SALE01723,2025-06-16,CUST009,PROD005,REP008,1,332.89,592.54,0,592.54,Cash,North,Success
SALE01724,2023-02-08,CUST003,PROD005,REP008,5,1664.45,2962.7,10,2666.43,Card,North,Success
SALE01725,2023-01-10,CUST042,PROD015,REP007,1,479.81,607.94,15,516.75,Wallet,Central,Success
SALE01726,2023-11-02,CUST002,PROD015,REP009,1,479.81,607.94,20,486.35,Card,West,Success
SALE01727,2024-08-04,CUST025,PROD015,REP003,1,479.81,607.94,20,486.35,UPI,South,Success
SALE01728,2024-09-09,CUST119,PROD012,REP004,1,123.12,165.55,0,165.55,Cash,East,Success
SALE01729,2023-04-20,CUST059,PROD004,REP009,1,291.71,459.62,5,436.64,NetBanking,West,Success
SALE01730,2025-08-08,CUST035,PROD005,REP002,2,665.78,1185.08,0,1185.08,Card,West,Failed
SALE01731,2023-12-10,CUST009,PROD006,REP008,1,487.35,766.31,5,727.99,Wallet,North,Success
SALE01732,2023-10-19,CUST035,PROD006,REP002,1,487.35,766.31,15,651.36,NetBanking,West,Success
SALE01733,2024-04-10,CUST026,PROD015,REP006,1,479.81,607.94,30,425.56,UPI,West,Success
SALE01734,2024-10-18,CUST018,PROD012,REP001,1,123.12,165.55,5,157.27,Wallet,South,Success
SALE01735,2024-07-10,CUST004,PROD011,REP008,1,534.18,858.71,10,772.84,Cash,North,Success
SALE01736,2024-06-20,CUST081,PROD004,REP001,1,291.71,459.62,25,344.72,NetBanking,South,Failed
SALE01737,2024-05-20,CUST019,PROD014,REP006,2,612.08,801.04,0,801.04,NetBanking,West,Success
SALE01738,2025-06-29,CUST006,PROD012,REP006,1,123.12,165.55,5,157.27,Wallet,West,Success
SALE01739,2025-08-19,CUST012,PROD004,REP004,1,291.71,459.62,0,459.62,Cash,East,Success
SALE01740,2023-05-18,CUST016,PROD014,REP008,2,612.08,801.04,15,680.88,NetBanking,North,Success
SALE01741,2025-05-21,CUST064,PROD005,REP007,1,332.89,592.54,10,533.29,Card,South,Success
SALE01742,2024-05-31,CUST045,PROD002,REP006,2,475.48,577.82,5,548.93,UPI,North,Success
SALE01743,2024-04-24,CUST049,PROD010,REP009,1,698.22,1141.87,0,1141.87,NetBanking,West,Success
SALE01744,2023-10-07,CUST001,PROD010,REP004,1,698.22,1141.87,0,1141.87,UPI,East,Success
SALE01745,2023-07-17,CUST017,PROD002,REP008,1,237.74,288.91,20,231.13,Wallet,North,Success
SALE01746,2025-04-08,CUST022,PROD006,REP011,1,487.35,766.31,25,574.73,Wallet,West,Success
SALE01747,2023-04-26,CUST001,PROD015,REP012,1,479.81,607.94,25,455.96,Cash,East,Success
SALE01748,2023-12-05,CUST008,PROD010,REP003,2,1396.44,2283.74,15,1941.18,Cash,South,Success
SALE01749,2023-06-16,CUST047,PROD011,REP005,4,2136.72,3434.84,10,3091.36,Card,South,Success
SALE01750,2025-01-18,CUST004,PROD005,REP010,1,332.89,592.54,20,474.03,NetBanking,North,Success
SALE01751,2024-04-14,CUST027,PROD002,REP004,2,475.48,577.82,20,462.26,Card,East,Success
SALE01752,2024-10-25,CUST006,PROD005,REP006,1,332.89,592.54,25,444.4,Cash,West,Success
SALE01753,2023-09-21,CUST001,PROD005,REP011,3,998.67,1777.62,20,1422.1,NetBanking,East,Success
SALE01754,2025-01-05,CUST007,PROD005,REP010,1,332.89,592.54,5,562.91,Card,West,Success
SALE01755,2023-07-10,CUST113,PROD004,REP012,2,583.42,919.24,25,689.43,Wallet,North,Failed
SALE01756,2023-01-15,CUST055,PROD009,REP008,1,32.84,39.23,0,39.23,Cash,North,Success
SALE01757,2025-01-24,CUST108,PROD006,REP001,2,974.7,1532.62,0,1532.62,Wallet,West,Success
SALE01758,2023-12-12,CUST023,PROD012,REP008,2,246.24,331.1,0,331.1,Wallet,North,Success
SALE01759,2025-03-20,CUST003,PROD004,REP008,1,291.71,459.62,10,413.66,Cash,North,Success
SALE01760,2023-10-30,CUST028,PROD008,REP008,1,441.75,762.83,10,686.55,NetBanking,North,Success
SALE01761,2024-08-04,CUST020,PROD001,REP008,2,701.54,823.66,20,658.93,UPI,North,Failed
SALE01762,2024-11-21,CUST068,PROD008,REP002,1,441.75,762.83,25,572.12,Wallet,West,Success
SALE01763,2025-02-14,CUST003,PROD001,REP008,1,350.77,411.83,5,391.24,UPI,North,Success
SALE01764,2023-07-17,CUST023,PROD015,REP008,1,479.81,607.94,0,607.94,Cash,North,Success
SALE01765,2023-06-29,CUST005,PROD012,REP011,2,246.24,331.1,0,331.1,Cash,West,Success
SALE01766,2024-09-17,CUST010,PROD008,REP012,1,441.75,762.83,25,572.12,NetBanking,West,Success
SALE01767,2025-05-26,CUST046,PROD002,REP008,1,237.74,288.91,10,260.02,NetBanking,North,Returned
SALE01768,2024-10-16,CUST022,PROD009,REP002,3,98.52,117.69,0,117.69,Cash,West,Success
SALE01769,2025-07-07,CUST013,PROD012,REP005,1,123.12,165.55,0,165.55,Cash,East,Success
SALE01770,2024-02-20,CUST015,PROD004,REP001,1,291.71,459.62,15,390.68,Wallet,East,Success
SALE01771,2025-04-26,CUST020,PROD009,REP008,1,32.84,39.23,25,29.42,NetBanking,North,Success
SALE01772,2024-03-13,CUST050,PROD012,REP008,2,246.24,331.1,10,297.99,NetBanking,North,Success
SALE01773,2024-06-11,CUST084,PROD012,REP011,1,123.12,165.55,20,132.44,Wallet,West,Success
SALE01774,2023-12-02,CUST105,PROD012,REP008,1,123.12,165.55,0,165.55,Wallet,North,Success
SALE01775,2023-03-30,CUST050,PROD014,REP008,2,612.08,801.04,15,680.88,Wallet,North,Returned
SALE01776,2024-02-15,CUST010,PROD014,REP002,1,306.04,400.52,10,360.47,Cash,West,Success
SALE01777,2024-11-16,CUST041,PROD007,REP009,2,1195.64,2042.84,15,1736.41,Cash,West,Success
SALE01778,2023-04-08,CUST018,PROD009,REP012,1,32.84,39.23,5,37.27,Card,South,Success
SALE01779,2023-07-09,CUST008,PROD012,REP005,2,246.24,331.1,15,281.44,Wallet,South,Success
SALE01780,2023-05-24,CUST067,PROD010,REP009,1,698.22,1141.87,0,1141.87,Wallet,West,Success
SALE01781,2024-05-03,CUST001,PROD015,REP004,2,959.62,1215.88,0,1215.88,NetBanking,East,Success
SALE01782,2023-11-28,CUST088,PROD001,REP001,1,350.77,411.83,15,350.06,NetBanking,South,Success
SALE01783,2025-08-16,CUST020,PROD006,REP008,1,487.35,766.31,15,651.36,UPI,North,Success
SALE01784,2023-09-12,CUST037,PROD005,REP008,3,998.67,1777.62,20,1422.1,Wallet,North,Success
SALE01785,2023-01-07,CUST039,PROD005,REP011,1,332.89,592.54,0,592.54,NetBanking,West,Success
SALE01786,2023-09-25,CUST085,PROD005,REP011,2,665.78,1185.08,10,1066.57,Wallet,West,Success
SALE01787,2024-01-28,CUST036,PROD011,REP009,1,534.18,858.71,10,772.84,UPI,West,Success
SALE01788,2023-08-30,CUST035,PROD002,REP009,1,237.74,288.91,30,202.24,UPI,West,Success
SALE01789,2024-04-02,CUST002,PROD011,REP006,2,1068.36,1717.42,0,1717.42,Wallet,West,Success
SALE01790,2025-02-10,CUST026,PROD010,REP002,1,698.22,1141.87,25,856.4,Cash,West,Failed
SALE01791,2023-10-01,CUST005,PROD005,REP011,2,665.78,1185.08,5,1125.83,UPI,West,Success
SALE01792,2025-09-03,CUST046,PROD005,REP008,1,332.89,592.54,0,592.54,UPI,North,Success
SALE01793,2023-12-04,CUST025,PROD010,REP009,1,698.22,1141.87,0,1141.87,Wallet,South,Success
SALE01794,2023-11-06,CUST040,PROD012,REP001,2,246.24,331.1,15,281.44,Wallet,South,Success
SALE01795,2024-08-19,CUST001,PROD014,REP004,1,306.04,400.52,15,340.44,Card,East,Success
SALE01796,2025-01-10,CUST003,PROD013,REP008,1,232.47,275.82,0,275.82,NetBanking,North,Success
SALE01797,2024-08-09,CUST043,PROD015,REP011,2,959.62,1215.88,0,1215.88,Cash,South,Success
SALE01798,2023-01-12,CUST002,PROD009,REP010,1,32.84,39.23,0,39.23,NetBanking,West,Success
SALE01799,2023-09-25,CUST002,PROD014,REP011,1,306.04,400.52,0,400.52,UPI,West,Success
SALE01800,2024-10-31,CUST001,PROD012,REP004,2,246.24,331.1,10,297.99,Card,East,Failed
SALE01801,2024-01-04,CUST106,PROD014,REP004,2,612.08,801.04,5,760.99,Cash,East,Success
SALE01802,2024-12-10,CUST046,PROD001,REP008,1,350.77,411.83,30,288.28,Cash,North,Success
SALE01803,2023-08-30,CUST011,PROD015,REP008,1,479.81,607.94,20,486.35,Wallet,North,Success
SALE01804,2023-03-05,CUST009,PROD008,REP008,2,883.5,1525.66,5,1449.38,Card,North,Success
SALE01805,2024-11-14,CUST011,PROD012,REP008,1,123.12,165.55,10,149,UPI,North,Success
SALE01806,2023-05-02,CUST049,PROD003,REP011,1,77,134.12,0,134.12,NetBanking,West,Success
SALE01807,2024-04-21,CUST039,PROD007,REP012,5,2989.1,5107.1,20,4085.68,Card,West,Returned
SALE01808,2023-11-11,CUST005,PROD005,REP002,1,332.89,592.54,5,562.91,Cash,West,Success
SALE01809,2023-06-13,CUST005,PROD005,REP009,1,332.89,592.54,20,474.03,Wallet,West,Success
SALE01810,2024-02-20,CUST003,PROD003,REP008,2,154,268.24,5,254.83,UPI,North,Success
SALE01811,2024-12-03,CUST039,PROD012,REP006,2,246.24,331.1,10,297.99,Card,West,Success
SALE01812,2024-05-29,CUST048,PROD001,REP008,2,701.54,823.66,20,658.93,NetBanking,North,Success
SALE01813,2025-08-03,CUST008,PROD006,REP012,1,487.35,766.31,20,613.05,Card,South,Returned
SALE01814,2025-07-05,CUST001,PROD004,REP009,1,291.71,459.62,20,367.7,Card,East,Success
SALE01815,2025-06-28,CUST003,PROD009,REP008,2,65.68,78.46,10,70.61,UPI,North,Success
SALE01816,2024-12-21,CUST110,PROD005,REP008,1,332.89,592.54,10,533.29,Cash,North,Success
SALE01817,2025-02-27,CUST009,PROD005,REP012,2,665.78,1185.08,0,1185.08,NetBanking,North,Success
SALE01818,2023-11-15,CUST049,PROD008,REP002,1,441.75,762.83,10,686.55,NetBanking,West,Success
SALE01819,2024-12-07,CUST036,PROD010,REP002,2,1396.44,2283.74,25,1712.8,Cash,West,Success
SALE01820,2023-05-01,CUST014,PROD003,REP006,1,77,134.12,0,134.12,Cash,West,Success
SALE01821,2024-10-16,CUST006,PROD004,REP002,1,291.71,459.62,5,436.64,Cash,West,Failed
SALE01822,2025-07-27,CUST004,PROD005,REP008,1,332.89,592.54,0,592.54,Wallet,North,Returned
SALE01823,2025-08-21,CUST035,PROD015,REP009,2,959.62,1215.88,15,1033.5,NetBanking,West,Success
SALE01824,2023-10-30,CUST049,PROD007,REP002,1,597.82,1021.42,10,919.28,Wallet,West,Success
SALE01825,2024-01-12,CUST037,PROD009,REP008,1,32.84,39.23,0,39.23,Card,North,Returned
SALE01826,2024-09-21,CUST027,PROD005,REP004,1,332.89,592.54,15,503.66,UPI,East,Success
SALE01827,2023-08-15,CUST001,PROD008,REP004,1,441.75,762.83,0,762.83,Card,East,Success
SALE01828,2023-08-13,CUST110,PROD002,REP008,2,475.48,577.82,10,520.04,Card,North,Success
SALE01829,2023-05-17,CUST053,PROD001,REP006,1,350.77,411.83,30,288.28,Wallet,Central,Success
SALE01830,2024-05-04,CUST009,PROD008,REP008,1,441.75,762.83,5,724.69,Cash,North,Failed
SALE01831,2023-06-06,CUST114,PROD007,REP011,1,597.82,1021.42,5,970.35,Card,West,Success
SALE01832,2024-04-10,CUST034,PROD003,REP005,2,154,268.24,25,201.18,UPI,South,Success
SALE01833,2025-02-04,CUST032,PROD010,REP001,3,2094.66,3425.61,0,3425.61,Cash,South,Returned
SALE01834,2024-09-12,CUST046,PROD015,REP010,1,479.81,607.94,5,577.54,UPI,North,Success
SALE01835,2024-01-18,CUST058,PROD007,REP002,1,597.82,1021.42,0,1021.42,UPI,West,Success
SALE01836,2024-03-01,CUST038,PROD010,REP007,1,698.22,1141.87,0,1141.87,Wallet,North,Success
SALE01837,2024-12-19,CUST004,PROD015,REP008,2,959.62,1215.88,30,851.12,Wallet,North,Success
SALE01838,2024-07-16,CUST010,PROD013,REP006,1,232.47,275.82,25,206.86,Wallet,West,Success
SALE01839,2025-07-23,CUST096,PROD008,REP003,2,883.5,1525.66,10,1373.09,Wallet,South,Success
SALE01840,2024-04-27,CUST006,PROD011,REP002,1,534.18,858.71,0,858.71,Cash,West,Success
SALE01841,2025-02-14,CUST013,PROD003,REP004,2,154,268.24,30,187.77,Cash,East,Success
SALE01842,2024-07-04,CUST018,PROD008,REP009,1,441.75,762.83,0,762.83,Cash,South,Success
SALE01843,2025-04-01,CUST019,PROD005,REP002,3,998.67,1777.62,5,1688.74,NetBanking,West,Success
SALE01844,2024-11-11,CUST035,PROD003,REP006,1,77,134.12,30,93.88,Card,West,Success
SALE01845,2025-04-25,CUST100,PROD007,REP009,1,597.82,1021.42,5,970.35,Cash,West,Success
SALE01846,2023-08-12,CUST007,PROD003,REP006,2,154,268.24,10,241.42,UPI,West,Success
SALE01847,2025-02-19,CUST004,PROD010,REP008,1,698.22,1141.87,0,1141.87,NetBanking,North,Success
SALE01848,2023-09-11,CUST006,PROD008,REP006,1,441.75,762.83,10,686.55,Card,West,Success
SALE01849,2024-11-27,CUST081,PROD008,REP003,4,1767,3051.32,25,2288.49,Cash,South,Success
SALE01850,2025-02-11,CUST038,PROD003,REP008,1,77,134.12,5,127.41,Card,North,Success
SALE01851,2024-09-02,CUST009,PROD003,REP008,1,77,134.12,25,100.59,Cash,North,Success
SALE01852,2025-06-13,CUST060,PROD009,REP001,1,32.84,39.23,10,35.31,Card,South,Success
SALE01853,2025-03-17,CUST073,PROD015,REP010,1,479.81,607.94,20,486.35,UPI,South,Success
SALE01854,2023-03-25,CUST069,PROD002,REP002,2,475.48,577.82,0,577.82,NetBanking,East,Success
SALE01855,2024-06-22,CUST094,PROD005,REP008,1,332.89,592.54,5,562.91,UPI,North,Failed
SALE01856,2024-04-02,CUST007,PROD014,REP011,1,306.04,400.52,10,360.47,Wallet,West,Success
SALE01857,2024-06-24,CUST047,PROD002,REP012,1,237.74,288.91,10,260.02,UPI,South,Success
SALE01858,2024-12-21,CUST020,PROD014,REP008,1,306.04,400.52,10,360.47,Card,North,Success
SALE01859,2024-01-06,CUST068,PROD008,REP009,3,1325.25,2288.49,20,1830.79,Card,West,Success
SALE01860,2023-03-21,CUST045,PROD007,REP001,2,1195.64,2042.84,25,1532.13,Card,North,Success
SALE01861,2025-07-28,CUST049,PROD006,REP009,1,487.35,766.31,0,766.31,Card,West,Success
SALE01862,2024-07-31,CUST038,PROD005,REP008,1,332.89,592.54,10,533.29,Card,North,Success
SALE01863,2023-04-25,CUST005,PROD006,REP006,3,1462.05,2298.93,0,2298.93,UPI,West,Success
SALE01864,2023-03-05,CUST028,PROD014,REP008,1,306.04,400.52,0,400.52,UPI,North,Success
SALE01865,2025-04-28,CUST115,PROD011,REP004,1,534.18,858.71,20,686.97,NetBanking,East,Success
SALE01866,2024-07-14,CUST099,PROD010,REP008,1,698.22,1141.87,25,856.4,UPI,North,Success
SALE01867,2025-07-13,CUST002,PROD012,REP011,1,123.12,165.55,0,165.55,Cash,West,Success
SALE01868,2024-06-01,CUST005,PROD005,REP002,2,665.78,1185.08,10,1066.57,Card,West,Success
SALE01869,2023-07-27,CUST004,PROD009,REP002,1,32.84,39.23,20,31.38,NetBanking,North,Success
SALE01870,2024-08-09,CUST044,PROD008,REP008,4,1767,3051.32,0,3051.32,Wallet,North,Success
SALE01871,2024-07-03,CUST061,PROD012,REP011,1,123.12,165.55,0,165.55,Wallet,North,Success
SALE01872,2023-06-03,CUST006,PROD006,REP002,1,487.35,766.31,0,766.31,Wallet,West,Success
SALE01873,2023-06-18,CUST025,PROD010,REP003,4,2792.88,4567.48,0,4567.48,Card,South,Success
SALE01874,2023-12-02,CUST067,PROD014,REP011,2,612.08,801.04,5,760.99,Card,West,Success
SALE01875,2025-05-24,CUST045,PROD007,REP008,2,1195.64,2042.84,10,1838.56,UPI,North,Success
SALE01876,2024-06-16,CUST028,PROD002,REP008,1,237.74,288.91,30,202.24,Cash,North,Success
SALE01877,2024-03-28,CUST033,PROD008,REP005,2,883.5,1525.66,0,1525.66,Card,West,Success
SALE01878,2023-04-30,CUST025,PROD006,REP010,1,487.35,766.31,10,689.68,Card,South,Success
SALE01879,2024-11-27,CUST009,PROD010,REP008,1,698.22,1141.87,0,1141.87,Card,North,Success
SALE01880,2023-07-30,CUST030,PROD015,REP007,1,479.81,607.94,10,547.15,UPI,Central,Success
SALE01881,2025-01-04,CUST041,PROD008,REP002,1,441.75,762.83,10,686.55,Wallet,West,Success
SALE01882,2024-08-20,CUST077,PROD008,REP004,2,883.5,1525.66,10,1373.09,Wallet,East,Success
SALE01883,2024-05-15,CUST036,PROD010,REP002,2,1396.44,2283.74,30,1598.62,Cash,West,Success
SALE01884,2023-04-04,CUST048,PROD003,REP008,1,77,134.12,15,114,UPI,North,Success
SALE01885,2025-07-09,CUST005,PROD005,REP006,1,332.89,592.54,25,444.4,Wallet,West,Success
SALE01886,2024-06-06,CUST020,PROD014,REP008,2,612.08,801.04,0,801.04,Wallet,North,Success
SALE01887,2024-04-01,CUST001,PROD010,REP004,1,698.22,1141.87,5,1084.78,Cash,East,Success
SALE01888,2025-04-08,CUST007,PROD001,REP009,1,350.77,411.83,10,370.65,Wallet,West,Success
SALE01889,2023-02-26,CUST045,PROD005,REP008,1,332.89,592.54,15,503.66,Cash,North,Success
SALE01890,2024-04-09,CUST117,PROD010,REP002,1,698.22,1141.87,25,856.4,Wallet,East,Success
SALE01891,2023-05-16,CUST003,PROD012,REP008,5,615.6,827.75,25,620.81,UPI,North,Success
SALE01892,2024-06-09,CUST015,PROD013,REP004,1,232.47,275.82,15,234.45,NetBanking,East,Success
SALE01893,2024-03-01,CUST054,PROD005,REP007,1,332.89,592.54,5,562.91,Wallet,Central,Success
SALE01894,2024-04-12,CUST006,PROD014,REP011,2,612.08,801.04,0,801.04,NetBanking,West,Success
SALE01895,2024-07-31,CUST029,PROD009,REP008,1,32.84,39.23,0,39.23,Cash,North,Success
SALE01896,2023-03-01,CUST045,PROD010,REP008,3,2094.66,3425.61,30,2397.93,Card,North,Success
SALE01897,2024-07-26,CUST035,PROD009,REP009,1,32.84,39.23,10,35.31,UPI,West,Success
SALE01898,2024-04-18,CUST005,PROD003,REP002,2,154,268.24,20,214.59,NetBanking,West,Failed
SALE01899,2024-11-19,CUST011,PROD015,REP010,1,479.81,607.94,0,607.94,Wallet,North,Failed
SALE01900,2025-04-06,CUST050,PROD003,REP008,1,77,134.12,0,134.12,Wallet,North,Success
SALE01901,2023-11-12,CUST028,PROD005,REP008,1,332.89,592.54,20,474.03,UPI,North,Success
SALE01902,2025-01-10,CUST001,PROD012,REP004,1,123.12,165.55,15,140.72,Card,East,Success
SALE01903,2023-01-23,CUST048,PROD009,REP008,2,65.68,78.46,5,74.54,Card,North,Success
SALE01904,2024-02-10,CUST001,PROD013,REP001,1,232.47,275.82,5,262.03,Cash,East,Success
SALE01905,2023-09-18,CUST046,PROD008,REP008,1,441.75,762.83,10,686.55,Cash,North,Success
